TIMESTAMPms	M1RAWIMUxgyro	M1RAWIMUygyro	M1RAWIMUzgyro
177841	-1.330000000000000e+2	-2.500000000000000e+1	-1.110000000000000e+2
178081	3.100000000000000e+1	8.100000000000000e+1	1.590000000000000e+2
178321	-6.400000000000000e+1	1.180000000000000e+2	1.300000000000000e+2
178561	-1.900000000000000e+2	1.970000000000000e+2	3.500000000000000e+1
178801	-1.280000000000000e+2	2.750000000000000e+2	0.000000000000000e+0
179041	-2.240000000000000e+2	3.220000000000000e+2	-3.200000000000000e+1
179281	-4.040000000000000e+2	1.410000000000000e+2	0.000000000000000e+0
179521	-1.890000000000000e+2	1.800000000000000e+1	-2.100000000000000e+1
179761	9.500000000000000e+1	-9.400000000000000e+1	1.490000000000000e+2
180001	2.820000000000000e+2	-3.330000000000000e+2	-1.110000000000000e+2
180241	4.490000000000000e+2	-4.880000000000000e+2	-1.430000000000000e+2
180481	-9.500000000000000e+1	-1.890000000000000e+2	1.920000000000000e+2
180721	3.900000000000000e+1	-9.000000000000000e+1	2.780000000000000e+2
180961	9.300000000000000e+1	-4.580000000000000e+2	-2.480000000000000e+2
181201	4.400000000000000e+1	-6.500000000000000e+1	6.700000000000000e+1
181441	-1.000000000000000e+0	1.570000000000000e+2	1.580000000000000e+2
181681	1.600000000000000e+1	2.570000000000000e+2	1.770000000000000e+2
181921	7.400000000000000e+1	3.630000000000000e+2	1.730000000000000e+2
182161	1.790000000000000e+2	4.240000000000000e+2	9.300000000000000e+1
182401	2.930000000000000e+2	3.060000000000000e+2	8.950000000000000e+2
182641	1.910000000000000e+2	1.090000000000000e+2	1.777000000000000e+3
182881	-2.350000000000000e+2	1.480000000000000e+2	8.680000000000000e+2
183121	-2.450000000000000e+2	1.570000000000000e+2	2.270000000000000e+2
183361	-3.420000000000000e+2	4.900000000000000e+1	1.180000000000000e+3
183601	-3.790000000000000e+2	1.780000000000000e+2	3.590000000000000e+2
183841	-1.770000000000000e+2	2.780000000000000e+2	1.100000000000000e+2
184081	1.600000000000000e+1	3.270000000000000e+2	9.600000000000000e+2
184321	-1.080000000000000e+2	2.930000000000000e+2	2.820000000000000e+2
184561	-3.800000000000000e+1	1.660000000000000e+2	1.048000000000000e+3
184801	-1.300000000000000e+2	2.340000000000000e+2	2.030000000000000e+2
185041	6.700000000000000e+1	2.560000000000000e+2	6.210000000000000e+2
185281	-2.030000000000000e+2	2.450000000000000e+2	1.502000000000000e+3
185521	-2.530000000000000e+2	3.670000000000000e+2	4.320000000000000e+2
185761	-2.420000000000000e+2	3.980000000000000e+2	4.000000000000000e+1
186001	-1.330000000000000e+2	4.070000000000000e+2	-6.200000000000000e+1
186241	-7.700000000000000e+1	3.480000000000000e+2	-4.300000000000000e+1
186481	-6.900000000000000e+1	2.300000000000000e+2	-8.000000000000000e+0
186721	-5.300000000000000e+1	6.200000000000000e+1	-2.140000000000000e+2
186961	3.500000000000000e+1	-4.200000000000000e+1	-7.800000000000000e+1
187201	-1.150000000000000e+2	-8.900000000000000e+1	-5.550000000000000e+2
187441	1.600000000000000e+2	-1.670000000000000e+2	-2.300000000000000e+2
187681	2.010000000000000e+2	-2.470000000000000e+2	2.590000000000000e+2
187921	6.100000000000000e+1	-3.280000000000000e+2	2.350000000000000e+2
188161	2.600000000000000e+1	-3.720000000000000e+2	6.900000000000000e+1
188401	3.900000000000000e+1	-3.470000000000000e+2	1.130000000000000e+2
188641	2.100000000000000e+1	-1.710000000000000e+2	1.700000000000000e+1
188881	4.000000000000000e+1	3.900000000000000e+1	4.400000000000000e+1
189121	3.300000000000000e+1	2.320000000000000e+2	-2.100000000000000e+1
189361	2.200000000000000e+1	3.360000000000000e+2	-3.800000000000000e+1
189601	2.500000000000000e+1	3.730000000000000e+2	-5.900000000000000e+1
189841	5.000000000000000e+0	3.190000000000000e+2	-1.050000000000000e+2
190081	3.500000000000000e+1	2.420000000000000e+2	-6.000000000000000e+1
190321	-5.940000000000000e+2	-4.720000000000000e+2	-1.110000000000000e+2
190561	-1.160000000000000e+2	-9.500000000000000e+1	-5.100000000000000e+1
190801	-9.000000000000000e+0	5.800000000000000e+1	2.000000000000000e+1
191041	1.700000000000000e+1	7.000000000000000e+1	-1.900000000000000e+1
191281	5.300000000000000e+1	1.500000000000000e+1	6.000000000000000e+0
191521	8.300000000000000e+1	-4.900000000000000e+1	1.800000000000000e+1
191761	-4.400000000000000e+1	-1.890000000000000e+2	9.500000000000000e+1
192001	-2.240000000000000e+2	-3.990000000000000e+2	-3.100000000000000e+1
192241	-1.010000000000000e+2	4.700000000000000e+1	-1.100000000000000e+2
192481	8.000000000000000e+1	2.530000000000000e+2	-9.800000000000000e+1
192721	1.320000000000000e+2	3.070000000000000e+2	1.500000000000000e+1
192961	1.190000000000000e+2	2.530000000000000e+2	-1.400000000000000e+1
193201	8.600000000000000e+1	1.400000000000000e+2	-4.200000000000000e+1
193441	-2.000000000000000e+1	-1.810000000000000e+2	1.060000000000000e+2
193681	-1.520000000000000e+2	-3.010000000000000e+2	7.000000000000000e+1
193921	-2.820000000000000e+2	-2.980000000000000e+2	-2.700000000000000e+1
194161	-2.470000000000000e+2	7.800000000000000e+1	-8.900000000000000e+1
194401	-1.000000000000000e+0	3.820000000000000e+2	-1.500000000000000e+2
194641	1.310000000000000e+2	3.660000000000000e+2	9.000000000000000e+0
194881	1.520000000000000e+2	5.800000000000000e+1	4.790000000000000e+2
195121	-3.200000000000000e+1	-1.040000000000000e+2	6.800000000000000e+1
195361	2.800000000000000e+1	-1.650000000000000e+2	-1.100000000000000e+2
195601	6.000000000000000e+0	-4.270000000000000e+2	-1.330000000000000e+2
195841	5.100000000000000e+1	-2.590000000000000e+2	7.000000000000000e+0
196081	-1.200000000000000e+2	-5.240000000000000e+2	1.840000000000000e+2
196321	-2.540000000000000e+2	9.000000000000000e+0	-1.600000000000000e+1
196561	-1.500000000000000e+1	7.560000000000000e+2	-1.610000000000000e+2
196801	1.320000000000000e+2	8.090000000000000e+2	-5.200000000000000e+1
197041	8.700000000000000e+1	4.800000000000000e+2	-9.400000000000000e+1
197281	1.540000000000000e+2	1.540000000000000e+2	6.500000000000000e+1
197521	0.000000000000000e+0	-1.240000000000000e+2	3.600000000000000e+2
197761	-4.000000000000000e+0	-3.690000000000000e+2	4.400000000000000e+2
198001	-2.910000000000000e+2	-2.600000000000000e+2	1.233000000000000e+3
198241	-3.180000000000000e+2	-2.600000000000000e+1	1.442000000000000e+3
198481	-2.700000000000000e+2	2.530000000000000e+2	4.380000000000000e+2
198721	-8.700000000000000e+1	3.560000000000000e+2	4.200000000000000e+1
198961	1.300000000000000e+1	3.160000000000000e+2	-1.290000000000000e+2
199201	7.000000000000000e+1	2.140000000000000e+2	-1.840000000000000e+2
199441	2.380000000000000e+2	2.800000000000000e+1	1.133000000000000e+3
199681	0.000000000000000e+0	-3.800000000000000e+1	1.289000000000000e+3
199921	-4.500000000000000e+1	1.870000000000000e+2	4.810000000000000e+2
200161	3.700000000000000e+1	7.220000000000000e+2	2.100000000000000e+1
200401	-3.000000000000000e+0	6.480000000000000e+2	-1.440000000000000e+2
200641	7.000000000000000e+1	5.030000000000000e+2	-1.440000000000000e+2
200881	1.700000000000000e+1	4.400000000000000e+2	-9.700000000000000e+1
201121	3.700000000000000e+1	2.800000000000000e+2	2.500000000000000e+1
201361	-5.700000000000000e+1	-1.800000000000000e+1	7.500000000000000e+1
201601	-1.110000000000000e+2	-2.790000000000000e+2	4.800000000000000e+1
201841	-1.540000000000000e+2	-4.210000000000000e+2	3.500000000000000e+1
202081	-1.600000000000000e+2	-4.370000000000000e+2	2.100000000000000e+1
202321	-2.660000000000000e+2	-3.380000000000000e+2	-2.370000000000000e+2
202561	8.600000000000000e+1	-6.900000000000000e+1	-1.590000000000000e+2
202801	-4.600000000000000e+1	7.800000000000000e+1	-1.440000000000000e+2
203041	-8.400000000000000e+1	7.800000000000000e+1	-1.750000000000000e+2
203281	5.500000000000000e+1	1.260000000000000e+2	-2.350000000000000e+2
203521	5.000000000000000e+1	1.340000000000000e+2	-6.600000000000000e+1
203761	-3.100000000000000e+1	1.520000000000000e+2	-4.000000000000000e+0
204001	-9.400000000000000e+1	1.010000000000000e+2	-1.400000000000000e+1
204241	-5.500000000000000e+1	-1.490000000000000e+2	4.500000000000000e+1
204481	-1.280000000000000e+2	-4.970000000000000e+2	9.900000000000000e+1
204721	-8.200000000000000e+1	-5.490000000000000e+2	1.540000000000000e+2
204961	-8.000000000000000e+0	-2.610000000000000e+2	2.870000000000000e+2
205201	-2.000000000000000e+0	-1.700000000000000e+1	1.740000000000000e+2
205441	1.340000000000000e+2	2.430000000000000e+2	-6.000000000000000e+0
205681	-1.400000000000000e+1	4.580000000000000e+2	-9.900000000000000e+1
205921	-8.100000000000000e+1	4.330000000000000e+2	-1.490000000000000e+2
206161	-9.500000000000000e+1	2.300000000000000e+2	-1.450000000000000e+2
206401	-4.300000000000000e+1	9.800000000000000e+1	-1.040000000000000e+2
206641	1.000000000000000e+0	5.400000000000000e+1	-9.400000000000000e+1
206881	1.540000000000000e+2	1.660000000000000e+2	-4.300000000000000e+1
207121	6.300000000000000e+1	1.860000000000000e+2	2.500000000000000e+1
207361	-2.000000000000000e+0	-1.230000000000000e+2	-1.000000000000000e+1
207601	1.640000000000000e+2	-3.160000000000000e+2	-4.200000000000000e+1
207841	4.260000000000000e+2	-1.900000000000000e+2	3.800000000000000e+1
208081	-2.200000000000000e+1	-1.430000000000000e+2	1.690000000000000e+2
208321	-3.000000000000000e+1	-1.570000000000000e+2	2.900000000000000e+1
208561	-1.300000000000000e+1	7.000000000000000e+0	1.000000000000000e+1
208801	1.900000000000000e+1	1.640000000000000e+2	3.900000000000000e+1
209041	-4.340000000000000e+2	-1.570000000000000e+2	2.900000000000000e+1
209281	-1.033000000000000e+3	-7.010000000000000e+2	8.600000000000000e+1
209521	-6.260000000000000e+2	-8.960000000000000e+2	-3.900000000000000e+1
209761	4.120000000000000e+2	2.600000000000000e+1	-3.000000000000000e+1
210001	3.390000000000000e+2	2.960000000000000e+2	6.800000000000000e+1
210241	5.340000000000000e+2	2.370000000000000e+2	4.900000000000000e+1
210481	4.710000000000000e+2	6.300000000000000e+1	2.070000000000000e+2
210721	2.880000000000000e+2	1.050000000000000e+2	-1.000000000000000e+1
210961	3.900000000000000e+1	3.040000000000000e+2	-1.320000000000000e+2
211201	-3.570000000000000e+2	3.740000000000000e+2	-1.490000000000000e+2
211441	-4.620000000000000e+2	4.430000000000000e+2	-1.600000000000000e+2
211681	-2.790000000000000e+2	4.540000000000000e+2	-1.910000000000000e+2
211921	-2.200000000000000e+2	2.030000000000000e+2	-6.700000000000000e+1
212161	-1.540000000000000e+2	1.600000000000000e+1	-4.200000000000000e+1
212401	-1.550000000000000e+2	-6.500000000000000e+2	-1.700000000000000e+1
212641	-1.340000000000000e+2	-1.284000000000000e+3	2.400000000000000e+1
212881	2.290000000000000e+2	-8.810000000000000e+2	2.800000000000000e+1
213121	-1.760000000000000e+2	2.130000000000000e+2	2.000000000000000e+0
213361	-7.110000000000000e+2	6.220000000000000e+2	-2.800000000000000e+1
213601	-6.900000000000000e+1	1.310000000000000e+2	-1.390000000000000e+2
213841	-7.600000000000000e+1	-6.110000000000000e+2	2.300000000000000e+1
214081	-7.800000000000000e+1	2.540000000000000e+2	-2.990000000000000e+2
214321	3.590000000000000e+2	8.750000000000000e+2	-2.920000000000000e+2
214561	2.860000000000000e+2	-1.900000000000000e+1	-3.690000000000000e+2
214801	-1.260000000000000e+2	-4.500000000000000e+2	-5.330000000000000e+2
215041	-4.100000000000000e+1	1.270000000000000e+2	-2.740000000000000e+2
215281	2.220000000000000e+2	4.600000000000000e+2	-2.580000000000000e+2
215521	6.500000000000000e+1	-5.600000000000000e+1	-2.330000000000000e+2
215761	9.200000000000000e+1	-1.020000000000000e+2	-2.670000000000000e+2
216001	1.290000000000000e+2	-9.800000000000000e+1	-2.340000000000000e+2
216241	-7.200000000000000e+1	-8.600000000000000e+1	-2.170000000000000e+2
216481	6.700000000000000e+1	-6.700000000000000e+1	-1.900000000000000e+2
216721	2.010000000000000e+2	-1.260000000000000e+2	-1.480000000000000e+2
216961	-1.590000000000000e+2	-1.280000000000000e+2	-1.600000000000000e+2
217201	-1.020000000000000e+2	9.400000000000000e+1	-1.220000000000000e+2
217441	2.060000000000000e+2	1.420000000000000e+2	-1.320000000000000e+2
217681	-3.800000000000000e+1	-8.500000000000000e+1	-1.060000000000000e+2
217921	-3.200000000000000e+1	-1.160000000000000e+2	-1.320000000000000e+2
218161	5.000000000000000e+0	7.400000000000000e+1	-1.180000000000000e+2
218401	1.800000000000000e+1	1.050000000000000e+2	-1.400000000000000e+2
