TIMESTAMPms	M1RAWIMUxgyro	M1RAWIMUygyro	M1RAWIMUzgyro
88561	7.400000000000000e+1	-6.070000000000000e+2	1.000000000000000e+0
88801	3.200000000000000e+1	-4.260000000000000e+2	-9.700000000000000e+1
89041	5.600000000000000e+1	-1.200000000000000e+2	-1.170000000000000e+2
89281	3.500000000000000e+1	1.010000000000000e+2	-1.180000000000000e+2
89521	-9.000000000000000e+0	2.160000000000000e+2	-3.000000000000000e+1
89761	-5.000000000000000e+0	2.760000000000000e+2	7.600000000000000e+1
90001	-2.400000000000000e+1	2.720000000000000e+2	-1.900000000000000e+1
90241	-4.300000000000000e+1	2.420000000000000e+2	8.000000000000000e+0
90481	-2.600000000000000e+1	2.460000000000000e+2	6.000000000000000e+0
90721	-4.000000000000000e+0	2.420000000000000e+2	2.000000000000000e+0
90961	-1.600000000000000e+2	-2.870000000000000e+2	-1.350000000000000e+3
91201	-1.900000000000000e+1	-7.110000000000000e+2	1.450000000000000e+2
91441	1.090000000000000e+2	-4.910000000000000e+2	5.880000000000000e+2
91681	1.490000000000000e+2	-2.760000000000000e+2	3.110000000000000e+2
91921	1.050000000000000e+2	-2.480000000000000e+2	-7.240000000000000e+2
92161	2.500000000000000e+2	1.730000000000000e+2	1.600000000000000e+2
92401	-1.290000000000000e+2	4.980000000000000e+2	2.360000000000000e+2
92641	-1.270000000000000e+2	6.140000000000000e+2	3.160000000000000e+2
92881	-2.390000000000000e+2	6.290000000000000e+2	1.630000000000000e+2
93121	-3.000000000000000e+0	3.670000000000000e+2	-2.360000000000000e+2
93361	3.110000000000000e+2	-2.750000000000000e+2	-2.380000000000000e+2
93601	1.430000000000000e+2	-6.850000000000000e+2	-5.800000000000000e+1
93841	-9.000000000000000e+0	-1.210000000000000e+2	2.700000000000000e+1
94081	8.200000000000000e+1	1.960000000000000e+2	7.300000000000000e+1
94321	-1.400000000000000e+1	3.420000000000000e+2	4.800000000000000e+1
94561	-5.900000000000000e+1	3.820000000000000e+2	8.400000000000000e+1
94801	-2.230000000000000e+2	2.350000000000000e+2	3.960000000000000e+2
95041	-2.680000000000000e+2	1.560000000000000e+2	1.150000000000000e+2
95281	-1.620000000000000e+2	-1.700000000000000e+1	-8.300000000000000e+1
95521	-3.300000000000000e+1	-1.740000000000000e+2	-2.000000000000000e+0
95761	6.600000000000000e+1	-2.220000000000000e+2	-1.100000000000000e+1
96001	1.000000000000000e+2	-1.660000000000000e+2	-2.700000000000000e+1
96241	1.020000000000000e+2	-9.500000000000000e+1	8.000000000000000e+0
96481	7.400000000000000e+1	-2.900000000000000e+1	5.000000000000000e+0
96721	3.800000000000000e+1	5.700000000000000e+1	1.000000000000000e+0
96961	5.000000000000000e+0	1.030000000000000e+2	1.900000000000000e+1
97201	-1.100000000000000e+1	1.140000000000000e+2	6.000000000000000e+0
97441	-2.300000000000000e+1	1.250000000000000e+2	1.000000000000000e+1
97681	-1.800000000000000e+1	1.160000000000000e+2	-3.000000000000000e+0
97921	-2.090000000000000e+2	-2.830000000000000e+2	-1.253000000000000e+3
98161	-1.460000000000000e+2	-9.280000000000000e+2	2.160000000000000e+2
98401	-1.270000000000000e+2	-2.470000000000000e+2	3.630000000000000e+2
98641	-6.000000000000000e+0	4.670000000000000e+2	2.270000000000000e+2
98881	7.600000000000000e+1	8.150000000000000e+2	7.700000000000000e+1
99121	7.900000000000000e+1	7.460000000000000e+2	8.000000000000000e+1
99361	7.000000000000000e+0	1.980000000000000e+2	-1.860000000000000e+2
99601	1.500000000000000e+1	-2.310000000000000e+2	-1.800000000000000e+1
99841	1.350000000000000e+2	-2.230000000000000e+2	-5.600000000000000e+1
100081	6.900000000000000e+1	8.000000000000000e+1	4.300000000000000e+1
100321	1.790000000000000e+2	1.430000000000000e+2	2.600000000000000e+1
100561	1.610000000000000e+2	4.700000000000000e+1	3.000000000000000e+1
100801	1.210000000000000e+2	-3.160000000000000e+2	-1.180000000000000e+2
101041	8.800000000000000e+1	-2.060000000000000e+2	-3.000000000000000e+1
101281	-2.120000000000000e+2	-9.900000000000000e+1	7.800000000000000e+1
101521	-1.050000000000000e+2	-7.100000000000000e+1	1.870000000000000e+2
101761	-1.950000000000000e+2	-9.500000000000000e+1	2.430000000000000e+2
102001	-1.330000000000000e+2	-6.000000000000000e+1	-4.500000000000000e+1
102241	-5.300000000000000e+1	1.500000000000000e+1	-1.100000000000000e+1
102481	1.600000000000000e+1	5.000000000000000e+1	-6.000000000000000e+0
102721	5.100000000000000e+1	3.500000000000000e+1	1.000000000000000e+1
102961	3.800000000000000e+1	6.500000000000000e+1	1.700000000000000e+1
103201	1.100000000000000e+1	9.000000000000000e+1	7.000000000000000e+0
103441	9.000000000000000e+0	1.360000000000000e+2	-1.100000000000000e+1
103681	1.700000000000000e+1	1.080000000000000e+2	0.000000000000000e+0
103921	3.200000000000000e+1	5.200000000000000e+1	-8.000000000000000e+0
104161	4.300000000000000e+1	-4.100000000000000e+1	-1.700000000000000e+1
104401	2.900000000000000e+1	-1.220000000000000e+2	-1.900000000000000e+1
104641	2.100000000000000e+1	-1.640000000000000e+2	-1.700000000000000e+1
104881	2.900000000000000e+1	-1.700000000000000e+2	-2.600000000000000e+1
105121	1.400000000000000e+1	-1.750000000000000e+2	7.000000000000000e+0
105361	1.000000000000000e+0	-1.600000000000000e+2	-1.320000000000000e+2
105601	4.200000000000000e+1	-1.140000000000000e+2	1.100000000000000e+1
105841	5.300000000000000e+1	-9.400000000000000e+1	-1.400000000000000e+1
106081	4.000000000000000e+1	5.500000000000000e+1	1.100000000000000e+2
106321	1.020000000000000e+2	6.000000000000000e+1	-1.830000000000000e+2
106561	2.210000000000000e+2	1.060000000000000e+2	-3.400000000000000e+1
106801	-7.000000000000000e+0	2.150000000000000e+2	-1.000000000000000e+1
107041	-1.010000000000000e+2	2.040000000000000e+2	-1.329000000000000e+3
107281	4.200000000000000e+1	2.690000000000000e+2	-3.320000000000000e+2
107521	3.700000000000000e+1	2.530000000000000e+2	0.000000000000000e+0
107761	-4.100000000000000e+1	1.420000000000000e+2	1.510000000000000e+2
108001	2.080000000000000e+2	3.900000000000000e+1	1.119000000000000e+3
108241	9.700000000000000e+1	4.300000000000000e+1	4.580000000000000e+2
108481	-9.100000000000000e+1	1.140000000000000e+2	-3.260000000000000e+2
108721	-2.300000000000000e+2	2.090000000000000e+2	1.300000000000000e+1
108961	-1.590000000000000e+2	3.600000000000000e+1	6.400000000000000e+1
109201	-8.800000000000000e+1	-1.480000000000000e+2	-3.900000000000000e+1
109441	-5.300000000000000e+1	-4.010000000000000e+2	2.600000000000000e+1
109681	-2.300000000000000e+1	-5.290000000000000e+2	-4.000000000000000e+1
109921	2.000000000000000e+1	-4.630000000000000e+2	-3.100000000000000e+1
110161	3.300000000000000e+1	-3.150000000000000e+2	-1.180000000000000e+2
110401	-1.600000000000000e+1	-4.170000000000000e+2	-7.000000000000000e+1
110641	-5.500000000000000e+1	-1.060000000000000e+2	2.900000000000000e+1
110881	-1.400000000000000e+2	-7.000000000000000e+0	2.010000000000000e+2
111121	-2.090000000000000e+2	-6.700000000000000e+1	2.300000000000000e+1
111361	-1.600000000000000e+2	-6.300000000000000e+1	1.100000000000000e+1
111601	-1.020000000000000e+2	-5.000000000000000e+0	2.000000000000000e+0
111841	-7.500000000000000e+1	2.630000000000000e+2	4.600000000000000e+1
112081	-1.000000000000000e+1	5.590000000000000e+2	2.000000000000000e+1
112321	-7.000000000000000e+0	7.040000000000000e+2	6.900000000000000e+1
112561	6.000000000000000e+0	7.020000000000000e+2	8.300000000000000e+1
112801	1.510000000000000e+2	5.910000000000000e+2	9.800000000000000e+1
113041	1.520000000000000e+2	3.170000000000000e+2	1.370000000000000e+2
113281	1.040000000000000e+2	-3.000000000000000e+1	1.070000000000000e+2
113521	1.170000000000000e+2	-2.770000000000000e+2	1.360000000000000e+2
113761	9.200000000000000e+1	-4.340000000000000e+2	1.250000000000000e+2
114001	-1.500000000000000e+1	-5.440000000000000e+2	1.100000000000000e+1
114241	-1.050000000000000e+2	-5.860000000000000e+2	4.600000000000000e+1
114481	-7.600000000000000e+1	-4.550000000000000e+2	-1.000000000000000e+0
114721	-2.500000000000000e+1	-2.840000000000000e+2	-3.800000000000000e+1
114961	3.000000000000000e+1	-1.040000000000000e+2	-2.000000000000000e+0
115201	-4.700000000000000e+1	-8.000000000000000e+0	1.800000000000000e+1
115441	-6.000000000000000e+1	8.800000000000000e+1	5.300000000000000e+1
115681	-1.200000000000000e+1	1.940000000000000e+2	-2.300000000000000e+1
115921	-6.000000000000000e+0	2.720000000000000e+2	-7.300000000000000e+1
116161	3.900000000000000e+1	3.130000000000000e+2	-2.500000000000000e+1
116401	1.900000000000000e+1	2.810000000000000e+2	-1.100000000000000e+1
116641	3.200000000000000e+1	1.990000000000000e+2	1.000000000000000e+1
116881	7.200000000000000e+1	9.300000000000000e+1	5.000000000000000e+0
117121	1.400000000000000e+1	9.000000000000000e+0	3.000000000000000e+1
117361	-1.000000000000000e+1	-1.900000000000000e+1	0.000000000000000e+0
117601	2.000000000000000e+1	-4.700000000000000e+1	-2.100000000000000e+1
117841	1.200000000000000e+1	-5.700000000000000e+1	2.500000000000000e+1
118081	-1.460000000000000e+2	-2.350000000000000e+2	-1.470000000000000e+2
118321	-2.300000000000000e+1	-2.140000000000000e+2	-1.000000000000000e+0
118561	-8.700000000000000e+1	-1.300000000000000e+2	1.450000000000000e+2
118801	-1.100000000000000e+2	-7.100000000000000e+1	-2.900000000000000e+1
119041	1.720000000000000e+2	-1.960000000000000e+2	-4.300000000000000e+1
119281	1.410000000000000e+2	-9.000000000000000e+1	-3.500000000000000e+1
119521	1.500000000000000e+1	-2.800000000000000e+1	-3.400000000000000e+1
119761	-1.300000000000000e+1	1.230000000000000e+2	1.500000000000000e+1
120001	6.000000000000000e+0	2.250000000000000e+2	1.300000000000000e+1
120241	-9.000000000000000e+0	2.750000000000000e+2	4.000000000000000e+1
120481	3.000000000000000e+0	2.310000000000000e+2	2.400000000000000e+1
120721	-9.000000000000000e+0	2.020000000000000e+2	4.200000000000000e+1
120961	-6.800000000000000e+1	1.270000000000000e+2	1.500000000000000e+1
121201	-1.240000000000000e+2	2.900000000000000e+1	-4.000000000000000e+0
121441	-1.690000000000000e+2	-6.000000000000000e+1	-1.100000000000000e+1
121681	-1.700000000000000e+2	-1.560000000000000e+2	-2.200000000000000e+1
121921	-1.140000000000000e+2	-1.780000000000000e+2	-2.500000000000000e+1
122161	-1.140000000000000e+2	-1.610000000000000e+2	-1.800000000000000e+1
122401	-1.340000000000000e+2	-6.300000000000000e+1	-2.100000000000000e+1
122641	-8.100000000000000e+1	9.200000000000000e+1	8.600000000000000e+1
122881	9.800000000000000e+1	4.700000000000000e+1	3.080000000000000e+2
123121	1.790000000000000e+2	-1.010000000000000e+2	7.070000000000000e+2
123361	1.850000000000000e+2	-1.670000000000000e+2	1.435000000000000e+3
123601	1.300000000000000e+1	-1.820000000000000e+2	1.475000000000000e+3
123841	-2.320000000000000e+2	-7.500000000000000e+1	7.170000000000000e+2
124081	-2.540000000000000e+2	3.500000000000000e+1	3.350000000000000e+2
124321	-1.860000000000000e+2	1.850000000000000e+2	1.200000000000000e+1
124561	-1.270000000000000e+2	2.380000000000000e+2	-3.200000000000000e+1
124801	-1.010000000000000e+2	2.080000000000000e+2	-2.400000000000000e+1
125041	-3.500000000000000e+1	1.500000000000000e+2	9.000000000000000e+0
125281	3.700000000000000e+1	9.000000000000000e+1	2.000000000000000e+0
125521	8.000000000000000e+1	9.000000000000000e+0	1.400000000000000e+1
125761	1.200000000000000e+2	-8.300000000000000e+1	-1.600000000000000e+1
126001	1.130000000000000e+2	-1.990000000000000e+2	-9.000000000000000e+0
126241	1.030000000000000e+2	-3.010000000000000e+2	-2.600000000000000e+1
126481	6.600000000000000e+1	-3.180000000000000e+2	2.300000000000000e+1
126721	4.500000000000000e+1	-2.940000000000000e+2	-3.300000000000000e+1
126961	-1.560000000000000e+2	-6.030000000000000e+2	8.940000000000000e+2
127201	-4.410000000000000e+2	-4.760000000000000e+2	5.400000000000000e+1
127441	1.330000000000000e+2	4.200000000000000e+2	-1.050000000000000e+2
127681	-3.300000000000000e+1	7.050000000000000e+2	-8.800000000000000e+1
127921	-4.600000000000000e+1	4.850000000000000e+2	-3.170000000000000e+2
128161	5.200000000000000e+1	2.900000000000000e+1	-2.370000000000000e+2
128401	4.200000000000000e+1	-2.150000000000000e+2	-1.410000000000000e+2
128641	3.000000000000000e+1	-1.980000000000000e+2	-3.200000000000000e+1
128881	-2.000000000000000e+1	-1.700000000000000e+1	-3.700000000000000e+1
129121	9.100000000000000e+1	3.880000000000000e+2	2.600000000000000e+1
129361	1.260000000000000e+2	5.800000000000000e+2	6.400000000000000e+1
129601	1.300000000000000e+2	5.230000000000000e+2	1.010000000000000e+2
129841	9.500000000000000e+1	2.700000000000000e+2	1.150000000000000e+2
130081	4.000000000000000e+1	-7.000000000000000e+1	9.200000000000000e+1
130321	-1.200000000000000e+1	-3.780000000000000e+2	6.900000000000000e+1
130561	-3.000000000000000e+0	-5.580000000000000e+2	-2.900000000000000e+1
130801	1.400000000000000e+1	-6.030000000000000e+2	4.800000000000000e+1
131041	3.300000000000000e+1	-4.600000000000000e+2	-6.900000000000000e+1
131281	-7.000000000000000e+0	-1.940000000000000e+2	2.400000000000000e+1
131521	-1.000000000000000e+0	3.400000000000000e+1	-1.600000000000000e+1
131761	3.900000000000000e+1	1.660000000000000e+2	-2.000000000000000e+0
132001	1.000000000000000e+1	3.100000000000000e+2	-6.400000000000000e+1
132241	4.880000000000000e+2	4.050000000000000e+2	8.600000000000000e+1
132481	8.700000000000000e+1	4.350000000000000e+2	-4.000000000000000e+0
132721	-1.480000000000000e+2	3.560000000000000e+2	-2.900000000000000e+1
132961	-1.750000000000000e+2	2.210000000000000e+2	-1.600000000000000e+1
133201	-1.320000000000000e+2	1.030000000000000e+2	-3.000000000000000e+1
133441	-3.500000000000000e+1	5.600000000000000e+1	-3.800000000000000e+1
133681	3.900000000000000e+1	-1.020000000000000e+2	2.500000000000000e+1
133920	-6.000000000000000e+1	-5.070000000000000e+2	4.800000000000000e+1
134161	-1.100000000000000e+1	-5.350000000000000e+2	-3.500000000000000e+1
134401	-1.400000000000000e+1	-3.910000000000000e+2	-2.100000000000000e+1
134641	-1.800000000000000e+1	-1.570000000000000e+2	2.700000000000000e+1
134881	-2.100000000000000e+1	2.100000000000000e+1	-1.000000000000000e+0
135121	-1.200000000000000e+1	1.310000000000000e+2	1.600000000000000e+1
135361	-6.000000000000000e+1	2.160000000000000e+2	3.000000000000000e+1
135601	-3.000000000000000e+1	2.630000000000000e+2	-7.000000000000000e+0
135841	-1.100000000000000e+1	2.710000000000000e+2	-3.600000000000000e+1
136081	-1.600000000000000e+1	2.590000000000000e+2	-5.000000000000000e+1
136321	1.700000000000000e+1	2.180000000000000e+2	-3.000000000000000e+1
136561	4.200000000000000e+1	1.700000000000000e+2	-1.300000000000000e+1
136801	3.800000000000000e+1	6.400000000000000e+1	-8.000000000000000e+0
137041	1.100000000000000e+1	-6.600000000000000e+1	2.300000000000000e+1
137281	1.300000000000000e+1	-1.990000000000000e+2	0.000000000000000e+0
137520	0.000000000000000e+0	-3.120000000000000e+2	-2.100000000000000e+1
137761	7.000000000000000e+0	-4.110000000000000e+2	1.100000000000000e+1
138001	5.200000000000000e+1	-4.540000000000000e+2	-4.700000000000000e+1
138241	8.800000000000000e+1	-3.520000000000000e+2	-1.320000000000000e+2
138481	7.500000000000000e+1	-1.680000000000000e+2	-7.000000000000000e+0
138721	4.300000000000000e+1	3.000000000000000e+1	7.800000000000000e+1
138961	-2.000000000000000e+0	1.990000000000000e+2	1.090000000000000e+2
139201	-4.800000000000000e+1	3.020000000000000e+2	1.600000000000000e+1
139441	-2.300000000000000e+1	3.420000000000000e+2	-4.000000000000000e+0
139681	-1.500000000000000e+1	2.740000000000000e+2	-1.760000000000000e+2
139921	-1.870000000000000e+2	-4.460000000000000e+2	-1.100000000000000e+2
140161	-4.320000000000000e+2	-6.280000000000000e+2	-1.130000000000000e+2
140401	-2.220000000000000e+2	1.730000000000000e+2	-4.000000000000000e+0
140641	-1.900000000000000e+1	4.470000000000000e+2	1.120000000000000e+2
140881	9.400000000000000e+1	4.850000000000000e+2	1.750000000000000e+2
141121	1.270000000000000e+2	4.140000000000000e+2	3.200000000000000e+1
141361	1.660000000000000e+2	1.800000000000000e+2	5.200000000000000e+1
141601	1.420000000000000e+2	-1.700000000000000e+2	-1.360000000000000e+2
141841	9.400000000000000e+1	-4.500000000000000e+2	-8.500000000000000e+1
142081	4.000000000000000e+1	-5.090000000000000e+2	-8.000000000000000e+0
142321	-3.000000000000000e+1	-1.920000000000000e+2	2.200000000000000e+1
142561	-3.400000000000000e+1	3.000000000000000e+1	6.000000000000000e+0
142801	-3.300000000000000e+1	1.950000000000000e+2	1.030000000000000e+2
143041	-2.800000000000000e+1	1.950000000000000e+2	9.300000000000000e+1
143281	-1.000000000000000e+0	1.700000000000000e+2	-4.800000000000000e+1
143521	6.000000000000000e+0	1.120000000000000e+2	2.600000000000000e+1
143761	5.000000000000000e+0	7.600000000000000e+1	3.000000000000000e+0
144001	2.600000000000000e+1	8.400000000000000e+1	0.000000000000000e+0
144241	5.300000000000000e+1	9.400000000000000e+1	-1.700000000000000e+1
144481	8.000000000000000e+1	5.500000000000000e+1	-1.090000000000000e+2
144721	7.600000000000000e+1	-6.800000000000000e+1	-2.610000000000000e+2
144961	8.900000000000000e+1	-1.350000000000000e+2	8.000000000000000e+0
145201	7.000000000000000e+0	-9.700000000000000e+1	1.500000000000000e+1
145441	-2.300000000000000e+1	-6.500000000000000e+1	2.300000000000000e+1
145681	-4.400000000000000e+1	7.000000000000000e+1	2.000000000000000e+0
145921	-7.500000000000000e+1	2.520000000000000e+2	-1.000000000000000e+1
146161	-1.220000000000000e+2	4.350000000000000e+2	-1.200000000000000e+1
146401	-1.350000000000000e+2	4.600000000000000e+2	-2.000000000000000e+0
146641	-1.270000000000000e+2	3.690000000000000e+2	-4.700000000000000e+1
146881	-7.200000000000000e+1	3.110000000000000e+2	-6.900000000000000e+1
147121	-1.600000000000000e+1	7.500000000000000e+1	-4.900000000000000e+1
147361	1.400000000000000e+2	-4.150000000000000e+2	3.700000000000000e+1
147601	2.550000000000000e+2	-5.710000000000000e+2	3.100000000000000e+1
147841	1.670000000000000e+2	-4.510000000000000e+2	3.700000000000000e+1
148081	1.250000000000000e+2	-3.210000000000000e+2	1.450000000000000e+2
148321	-8.000000000000000e+0	-1.370000000000000e+2	5.460000000000000e+2
148561	-4.200000000000000e+1	-7.500000000000000e+1	4.290000000000000e+2
148801	-1.330000000000000e+2	-1.900000000000000e+1	3.720000000000000e+2
149041	-1.470000000000000e+2	6.000000000000000e+0	3.520000000000000e+2
149281	-4.500000000000000e+1	1.700000000000000e+1	3.720000000000000e+2
149521	2.400000000000000e+1	6.000000000000000e+1	5.120000000000000e+2
149761	-1.600000000000000e+1	1.280000000000000e+2	3.080000000000000e+2
150001	-5.000000000000000e+0	2.380000000000000e+2	1.010000000000000e+2
150241	8.000000000000000e+0	3.300000000000000e+2	-2.200000000000000e+1
150481	6.000000000000000e+0	3.450000000000000e+2	-2.400000000000000e+1
150721	0.000000000000000e+0	2.470000000000000e+2	-3.600000000000000e+1
150961	-2.400000000000000e+1	6.800000000000000e+1	-3.400000000000000e+1
151201	-6.600000000000000e+1	-1.100000000000000e+2	-1.600000000000000e+1
151441	-7.900000000000000e+1	-2.950000000000000e+2	3.000000000000000e+0
151681	-7.600000000000000e+1	-4.580000000000000e+2	3.100000000000000e+1
151921	-5.300000000000000e+1	-5.380000000000000e+2	5.700000000000000e+1
152161	-5.400000000000000e+1	-5.400000000000000e+2	-1.000000000000000e+1
152401	-2.300000000000000e+1	-3.780000000000000e+2	1.800000000000000e+1
152641	8.900000000000000e+1	-8.900000000000000e+1	2.000000000000000e+1
152881	6.600000000000000e+1	1.550000000000000e+2	2.500000000000000e+1
153121	3.200000000000000e+1	3.130000000000000e+2	7.000000000000000e+0
153361	4.200000000000000e+1	4.050000000000000e+2	-1.600000000000000e+1
153601	7.400000000000000e+1	4.280000000000000e+2	-3.100000000000000e+1
153841	5.500000000000000e+1	4.360000000000000e+2	0.000000000000000e+0
154081	1.200000000000000e+1	3.690000000000000e+2	7.000000000000000e+0
154321	-3.800000000000000e+1	2.570000000000000e+2	1.300000000000000e+1
154561	-7.500000000000000e+1	1.190000000000000e+2	1.400000000000000e+1
154801	-9.000000000000000e+1	7.000000000000000e+0	1.600000000000000e+1
155041	-9.400000000000000e+1	-1.120000000000000e+2	1.500000000000000e+1
155281	-9.600000000000000e+1	-2.240000000000000e+2	-3.400000000000000e+1
155521	-1.000000000000000e+2	-2.910000000000000e+2	-9.000000000000000e+0
155761	-7.000000000000000e+1	-3.310000000000000e+2	-3.800000000000000e+1
156001	-3.700000000000000e+1	-2.850000000000000e+2	-2.000000000000000e+1
156241	-1.000000000000000e+0	-2.530000000000000e+2	1.500000000000000e+1
156481	3.500000000000000e+1	-3.720000000000000e+2	-3.900000000000000e+1
156721	-5.100000000000000e+1	-5.560000000000000e+2	-1.200000000000000e+1
156961	-7.000000000000000e+1	-2.000000000000000e+0	8.000000000000000e+0
157201	3.800000000000000e+1	3.120000000000000e+2	-6.000000000000000e+0
157441	5.100000000000000e+1	9.300000000000000e+1	9.000000000000000e+0
157681	-2.300000000000000e+1	-8.300000000000000e+1	6.000000000000000e+0
157921	-5.000000000000000e+0	-5.600000000000000e+1	6.000000000000000e+0
158161	1.150000000000000e+2	6.800000000000000e+1	1.125000000000000e+3
158401	-1.400000000000000e+1	-1.100000000000000e+1	1.683000000000000e+3
158641	-1.120000000000000e+2	4.700000000000000e+1	1.631000000000000e+3
158881	0.000000000000000e+0	3.900000000000000e+1	1.666000000000000e+3
159121	-1.370000000000000e+2	-2.200000000000000e+1	1.680000000000000e+3
159361	-9.600000000000000e+1	-1.400000000000000e+1	1.719000000000000e+3
159601	6.100000000000000e+1	-6.000000000000000e+0	1.601000000000000e+3
159841	-6.400000000000000e+1	-2.300000000000000e+1	5.420000000000000e+2
160081	1.600000000000000e+1	9.000000000000000e+0	-1.690000000000000e+2
160321	3.300000000000000e+2	3.830000000000000e+2	1.430000000000000e+2
160561	-2.610000000000000e+2	-2.400000000000000e+1	-9.200000000000000e+1
160801	-2.560000000000000e+2	-6.140000000000000e+2	-2.400000000000000e+1
161041	4.800000000000000e+1	-1.090000000000000e+2	-3.000000000000000e+1
161281	1.460000000000000e+2	2.000000000000000e+2	2.700000000000000e+1
161521	1.900000000000000e+1	5.700000000000000e+1	1.000000000000000e+0
161761	-3.100000000000000e+1	-4.400000000000000e+1	6.000000000000000e+0
162001	8.000000000000000e+0	-4.600000000000000e+1	1.700000000000000e+1
162241	-1.200000000000000e+1	8.000000000000000e+0	-2.000000000000000e+0
162481	6.000000000000000e+0	6.000000000000000e+0	-2.000000000000000e+1
162721	-2.900000000000000e+1	-1.700000000000000e+1	-1.700000000000000e+1
162961	-1.200000000000000e+1	6.300000000000000e+1	-2.000000000000000e+0
163201	-4.000000000000000e+0	8.000000000000000e+1	-4.200000000000000e+1
163441	-7.000000000000000e+0	3.300000000000000e+1	1.100000000000000e+1
163681	1.270000000000000e+2	1.110000000000000e+2	2.740000000000000e+2
163921	-4.200000000000000e+1	-7.900000000000000e+1	4.100000000000000e+1
164161	-1.090000000000000e+2	-1.590000000000000e+2	3.200000000000000e+1
164401	-1.110000000000000e+2	-1.900000000000000e+1	-3.370000000000000e+2
164641	-5.500000000000000e+1	-2.460000000000000e+2	9.700000000000000e+1
164881	4.700000000000000e+1	1.620000000000000e+2	0.000000000000000e+0
165121	1.050000000000000e+2	5.880000000000000e+2	5.500000000000000e+1
165361	6.300000000000000e+1	1.570000000000000e+2	2.000000000000000e+0
165601	-3.000000000000000e+0	-4.160000000000000e+2	-6.600000000000000e+1
165841	-5.800000000000000e+1	-1.330000000000000e+2	-9.700000000000000e+1
166081	5.500000000000000e+1	2.220000000000000e+2	-1.000000000000000e+1
166321	4.700000000000000e+1	5.800000000000000e+1	1.600000000000000e+1
166561	-4.200000000000000e+1	-1.480000000000000e+2	1.700000000000000e+1
166801	3.300000000000000e+1	-2.600000000000000e+1	1.400000000000000e+2
167041	4.000000000000000e+1	7.800000000000000e+1	7.900000000000000e+1
167281	-7.600000000000000e+1	-7.100000000000000e+1	-5.800000000000000e+1
167521	-5.100000000000000e+1	-3.300000000000000e+1	-1.100000000000000e+2
167761	5.700000000000000e+1	5.000000000000000e+1	6.000000000000000e+0
168001	3.600000000000000e+1	1.400000000000000e+1	-8.000000000000000e+0
168241	-3.900000000000000e+1	-1.000000000000000e+1	1.300000000000000e+1
168481	-8.000000000000000e+0	-3.800000000000000e+1	2.880000000000000e+2
168721	3.100000000000000e+1	-6.000000000000000e+0	3.500000000000000e+2
168961	-1.400000000000000e+1	6.000000000000000e+1	3.440000000000000e+2
169201	2.000000000000000e+0	-2.300000000000000e+1	3.130000000000000e+2
169441	-3.700000000000000e+1	-4.600000000000000e+1	3.330000000000000e+2
169681	-2.200000000000000e+1	6.300000000000000e+1	3.360000000000000e+2
169921	3.600000000000000e+1	-1.200000000000000e+1	3.220000000000000e+2
170161	3.000000000000000e+0	-4.900000000000000e+1	3.360000000000000e+2
170401	-4.200000000000000e+1	1.600000000000000e+1	3.440000000000000e+2
170641	1.800000000000000e+1	2.400000000000000e+1	3.320000000000000e+2
170881	2.500000000000000e+1	-2.000000000000000e+0	1.890000000000000e+2
171121	-7.100000000000000e+1	-2.000000000000000e+0	-1.800000000000000e+1
171361	1.050000000000000e+2	-1.100000000000000e+1	-5.800000000000000e+1
171601	-7.000000000000000e+1	2.370000000000000e+2	-5.500000000000000e+1
171841	1.700000000000000e+1	2.160000000000000e+2	4.000000000000000e+1
172081	-4.600000000000000e+1	-2.710000000000000e+2	-2.400000000000000e+1
172321	1.900000000000000e+1	-3.500000000000000e+2	3.000000000000000e+1
172561	3.000000000000000e+1	1.520000000000000e+2	-4.000000000000000e+0
172801	4.800000000000000e+1	2.580000000000000e+2	2.000000000000000e+0
173041	1.600000000000000e+1	4.100000000000000e+1	8.000000000000000e+0
173281	-1.800000000000000e+1	-1.720000000000000e+2	1.100000000000000e+1
173521	-4.300000000000000e+1	-7.000000000000000e+1	2.300000000000000e+1
173761	2.600000000000000e+1	1.120000000000000e+2	1.200000000000000e+1
174001	4.000000000000000e+1	6.700000000000000e+1	2.000000000000000e+0
174241	-1.600000000000000e+1	-1.200000000000000e+1	1.400000000000000e+1
174481	-1.700000000000000e+1	5.300000000000000e+1	-3.000000000000000e+0
174721	2.700000000000000e+1	1.930000000000000e+2	3.500000000000000e+1
174961	2.500000000000000e+1	2.570000000000000e+2	-3.400000000000000e+1
175201	9.000000000000000e+0	3.200000000000000e+1	9.400000000000000e+1
175441	4.100000000000000e+1	1.120000000000000e+2	3.100000000000000e+1
175681	1.630000000000000e+2	3.910000000000000e+2	-7.000000000000000e+0
175921	1.110000000000000e+2	1.960000000000000e+2	2.900000000000000e+1
176161	2.300000000000000e+1	7.500000000000000e+1	6.200000000000000e+1
176401	3.300000000000000e+1	5.300000000000000e+1	1.250000000000000e+2
176641	8.000000000000000e+0	-3.800000000000000e+1	1.590000000000000e+2
176881	-1.100000000000000e+1	8.000000000000000e+0	8.100000000000000e+1
177121	-1.190000000000000e+2	1.000000000000000e+0	1.100000000000000e+1
177361	-7.400000000000000e+1	-7.700000000000000e+1	9.000000000000000e+0
177601	-8.900000000000000e+1	-1.420000000000000e+2	5.700000000000000e+1
